,RelativeL2_FOMvsROM,AbsoluteL2_FOMvsROM,RelativeH1_FOMvsROM,AbsoluteH1_FOMvsROM,SpeedUp_POD
0,0.0036631802003634787,0.0018909095441897211,0.0022212658492584483,0.010177449170796079,0.84488429028796
