,RelativeL2_FOMvsPODNN,AbsoluteL2_FOMvsPODNN,RelativeH1_FOMvsPODNN,AbsoluteH1_FOMvsPODNN,SpeedUp_PODNN
0,0.0025958425959549127,0.0013844491292799128,0.0512833223205521,0.12231784869900648,1225.8432712805813
