,RelativeL2_FOMvsPODNN,AbsoluteL2_FOMvsPODNN,RelativeH1_FOMvsPODNN,AbsoluteH1_FOMvsPODNN,SpeedUp_PODNN
0,0.00788270660470206,0.004082243619657332,0.005315145721229137,0.024411581460258458,1235.4348904281221
