,RelativeL2_FOMvsPINN,AbsoluteL2_FOMvsPINN,RelativeH1_FOMvsPINN,AbsoluteH1_FOMvsPINN,SpeedUp_PINN
0,0.014371600737577782,0.007420307282327615,0.05048092183495416,0.23125341636795008,157.96167882768066
